05/21/18 16:17:06:090 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4976 | __OOBELIB_LOG_FILE__
05/21/18 16:23:36:915 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | OOBELib |  |  | 4420 | Dominance list found
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | OOBELib |  |  | 4420 | No remembered SN found
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [STORE_URL] in hive [Photoshop-CS7-Win-GM] in master : 10
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [ENABLE_EEP_SIGNIN] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:23:36:916 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [REG_SERIAL_OVERRIDE] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:23:36:917 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [REG_TRIAL_OVERRIDE] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:23:36:917 | [INFO] |  |  |  | PCDUtility |  |  | 4420 | IsRegistrationSuppressed : checking reg suppression using payloadcode {2D99B50E-431D-4AA8-85C1-172A6F8BCF09}
05/21/18 16:23:36:917 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [Registration] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:23:36:917 | [INFO] |  |  |  | PCDUtility |  |  | 4420 | IsSerialRegistered : Registration key not found
05/21/18 16:23:36:918 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | Failed to read value for key [LimitedGraceConsumed] in hive [Photoshop-CS7-Win-GM{|}LGC] from cache : 769
05/21/18 16:23:36:918 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : WF is Subsequent_Launch
05/21/18 16:23:36:918 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Syncing to license store...
05/21/18 16:23:36:920 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Found client mkey.
05/21/18 16:23:36:938 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Loading license references...
05/21/18 16:23:36:939 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Found 1 license file(s)
05/21/18 16:23:36:941 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Parsing license file [171877917.lic] succeed.
05/21/18 16:23:36:941 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | License store synchronization took 23.6 ms and succeed.
05/21/18 16:23:36:941 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:941 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : License present for running serial
05/21/18 16:23:36:941 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : Returning EULA path from amtlib xml
05/21/18 16:23:36:941 | [INFO] |  |  |  | OOBELib |  |  | 4420 | LEID=Photoshop-CS7-Win-GM
05/21/18 16:23:36:941 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELib CheckWFType ENDED
05/21/18 16:23:37:577 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | (re)load Local Dispatch Table status-[0].
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Scope : [2]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Setting scope to GM
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | EndPoint requested: [IdentityManagement]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Length of the URL: [30]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Returning from getEndpointAddr: [0]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | EndPoint requested: [IdentityManagement]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Length of the URL: [30]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | URL found [https://ims-na1.adobelogin.com]
05/21/18 16:23:37:579 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Returning from getEndpointAddr: [0]
05/21/18 16:50:05:697 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELibImpl::CommitPCD STARTED
05/21/18 16:50:05:697 | [DEBUG] |  |  |  | ServiceLoader |  |  | 4420 | looking for library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/21/18 16:50:05:697 | [DEBUG] |  |  |  | ServiceLoader |  |  | 4420 | Found library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/21/18 16:50:05:697 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELibImpl::CommitPCD ENDED
05/21/18 16:50:05:697 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Closing AdobeIALClient 1.0 Release (build 1.0.6.3) session.
05/21/18 16:50:05:697 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:50:05:713 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Service destruction took 15.0 ms and succeed.
05/21/18 16:50:05:713 | [INFO] |  |  |  | OOBELib |  |  | 4420 | *************OOBELib Session Ends*************
05/21/18 16:50:23:127 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4148 | ***********Silent Activator Launched = 7.0.0.155,7.0 ************
05/21/18 16:50:23:127 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:50:23:127 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Service construction took 0.1 ms and succeed.
05/21/18 16:50:23:127 | [INFO] |  |  |  | PCDService |  |  | 4148 | PCD Service in non-threaded mode
05/21/18 16:50:23:127 | [INFO] |  |  |  | AXFBLicensing |  |  | 4148 | All function pointers successfully retrieved
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | Activation |  |  | 4148 | PerformWorkflow : Trying to acquire the semaphore
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | Activation |  |  | 4148 | PerformWorkflow : Semaphore acquired
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | Activation |  |  | 4148 | ProcessXMLFile : ELEID found Photoshop-CS7-Win-GM
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | Activation |  |  | 4148 | LEID=Photoshop-CS7-Win-GM DLEID=Photoshop-CS7-Win-GM ELEID=Photoshop-CS7-Win-GM LOCALE=en_US APPAMT = C:\Program Files\Adobe\Adobe Photoshop CC\AMT DAMT = C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | HEADLESS MODE |  |  | 4148 | HEADLESS MODE is : 
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | PCDService |  |  | 4148 | No value for key [EULA_ACCEPTANCE_SERVER] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:50:23:127 | [DEBUG] |  |  |  | PCDService |  |  | 4148 | No value for key [EULADelay] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | (re)load Local Dispatch Table status-[0].
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Scope : [2]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Setting scope to GM
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Scope : [2]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Setting scope to GM
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | EndPoint requested: [RecordAction]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Length of the URL: [57]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Returning from getEndpointAddr: [0]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | EndPoint requested: [RecordAction]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Length of the URL: [57]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | URL found [https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction]
05/21/18 16:50:23:143 | [INFO] |  |  |  | DispatchClientLib |  |  | 4148 | Returning from getEndpointAddr: [0]
05/21/18 16:50:23:143 | [INFO] |  |  |  | OOBELib |  |  | 4148 | HTTPCommunicationAgent::processMessage is https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction (extURL=)
05/21/18 16:50:23:299 | [ERROR] |  |  |  | OOBELib |  |  | 1296 | windows error: 12029
05/21/18 16:50:23:299 | [INFO] |  |  |  | OOBELib |  |  | 4148 | HTTPCommunicationAgent- Return Code:[163] response size-[0] time taken-[149.94]ms.
05/21/18 16:50:23:299 | [INFO] |  |  |  | OOBELib |  |  | 4148 | IALClient Set EULAStatus Status-[419] took-[159.63]ms.
05/21/18 16:50:23:299 | [ERROR] |  |  |  | OOBELib |  |  | 4148 | MakeIALRecordEulaAcceptanceCall : Error returned by IAL error code : 419
05/21/18 16:50:23:299 | [DEBUG] |  |  |  | Activation |  |  | 4148 | PerformWorkflow : Launching PDApp via SA
05/21/18 16:50:23:299 | [DEBUG] |  |  |  | Activation |  |  | 4148 | LaunchAAM WF : Subsequent_Launch and Type =REG 
05/21/18 16:50:23:299 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Syncing to license store...
05/21/18 16:50:23:330 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Found client mkey.
05/21/18 16:50:23:377 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Loading license references...
05/21/18 16:50:23:377 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Found 1 license file(s)
05/21/18 16:50:23:377 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Parsing license file [171877917.lic] succeed.
05/21/18 16:50:23:377 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | License store synchronization took 86.1 ms and succeed.
05/21/18 16:50:23:377 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 83234 seconds.
05/21/18 16:50:23:377 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Query license: type = 0, duration = 0 days, remaining = expired.
05/21/18 16:50:23:377 | [DEBUG] |  |  |  | Activation |  |  | 4148 | LaunchAAM : Trial Dur 30 Trial Rem 19
05/21/18 16:50:23:377 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AdobeCode [{AA01D250-3E72-4FD7-9A3B-F9A9C1DBC016}]
05/21/18 16:50:23:377 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AdobeIDCreated [false]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppAMTBkGndFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\background.png]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppAMTConnectionFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\ConnectionFAQ.html]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppAMTLicenseAFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\LicenseFAQ.html]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppAMTLogoFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\adobelogo.png]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppDriverAMTPath [C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppDriverLEID [Photoshop-CS7-Win-GM]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppEULAFolderPath [C:\Program Files\Adobe\Adobe Photoshop CC\Legal]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppHostAppType [ALM_HostAppType_LicensedProduct]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppLaunchPath [C:\Program Files\Adobe\Adobe Photoshop CC\Photoshop.exe]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppLicensingAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppLicensingLEID [Photoshop-CS7-Win-GM]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppListOfLocales [en_US]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppName [Adobe Photoshop CC]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppPath [C:\Program Files\Adobe\Adobe Photoshop CC]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppRunningLEID [Photoshop-CS7-Win-GM]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppRunningLocale [en_US]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppSerialNumber [911987094032700067932452]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value AppTrialSerialNumber [911987094032700067932452]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value BuyURL [http://www.adobe.com/go/buy?productID=45&release=2.0&platform=0&locale=en_US]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value ClaimSource [nag_trial]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value DriverAdobeCode [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value ExtendedProfileRegURL [http://www.adobe.com/go/adobemembership?productID=45&release=2.0&platform=0&locale=en_US&source=PCSTHX]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value ForcedActivation [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value HasSAASBit [1]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value HasSubscriptionBit [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value LaunchMode [postchrome]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value NoTrial [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value Platform [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value ProductID [45]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value ProductVersion [2.0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value RunningLicenseRemainingDays [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value ShowEULA [false]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value TrialExpired [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value TrialGrace [30]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value TrialLeft [19]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value UpgradeCheckRequired [0]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Key Value WorkFlowType [Subsequent_Launch]
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Subsequent_Launch
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | PDApp
05/21/18 16:50:23:392 | [INFO] |  |  |  | uiswitch |  |  | 4148 | Launched
05/21/18 16:50:23:392 | [DEBUG] |  |  |  | Activation |  |  | 4148 | LaunchAAM : App Manager launched
05/21/18 16:50:23:392 | [INFO] |  |  |  | Activation |  |  | 4148 | Semaphore signalled
05/21/18 16:50:23:392 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:50:23:392 | [INFO] |  |  |  | SLCoreService |  |  | 4148 | Service destruction took 0.7 ms and succeed.
05/21/18 16:50:23:392 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4148 | ***********Silent Activator End*******************
05/21/18 16:50:24:836 | [INFO] |  |  |  | OOBELib |  |  | 5340 | *************OOBELib Session Starts*************
05/21/18 16:50:24:836 | [INFO] |  |  |  | OOBELib |  |  | 5340 | Version 7.0.0.155,7.0

05/21/18 16:50:24:836 | [INFO] |  |  |  | PCDService |  |  | 5340 | PCD Service in non-threaded mode
05/21/18 16:50:24:838 | [INFO] |  |  |  | DispatchClientLib |  |  | 5340 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:50:24:838 | [INFO] |  |  |  | DispatchClientLib |  |  | 5340 | (re)load Local Dispatch Table status-[0].
05/21/18 16:50:24:838 | [INFO] |  |  |  | DispatchClientLib |  |  | 5340 | Scope : [2]
05/21/18 16:50:24:838 | [INFO] |  |  |  | DispatchClientLib |  |  | 5340 | Setting scope to GM
05/21/18 16:50:25:093 | [ERROR] |  |  |  | OPMWrapper |  |  | 5340 | Failed in getting value for key in OPMGetValueForKey
05/21/18 16:50:25:093 | [INFO] |  |  |  | OOBELib |  |  | 5340 | Failed to get Proxy username in OPM DB
05/21/18 16:50:25:096 | [INFO] |  |  |  | AXFBLicensing |  |  | 5340 | All function pointers successfully retrieved
05/21/18 16:50:25:101 | [INFO] |  |  |  | OOBELib |  |  | 5340 | SetXMLData()
05/21/18 16:50:25:101 | [INFO] |  |  |  | OOBELib |  |  | 5340 | SetXMLData():mBonusLaunchCode not found
05/21/18 16:50:25:101 | [INFO] |  |  |  | OOBELib |  |  | 5340 | SetXMLData():NoTrial not found
05/21/18 16:50:25:101 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:50:25:101 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Service construction took 0.0 ms and succeed.
05/21/18 16:50:25:103 | [INFO] |  |  |  | OOBELib |  |  | 5340 | Running in App context

05/21/18 16:50:25:106 | [INFO] |  |  |  | OOBELib |  |  | 5340 | OOBELib CheckWFType STARTED
05/21/18 16:50:25:118 | [INFO] |  |  |  | AXFBLicensing |  |  | 5340 | IsProductAndSNLicensedBySuite : Could not get AX/FB Lic details 3..

05/21/18 16:50:25:118 | [INFO] |  |  |  | OOBELib |  |  | 5340 | CheckWFType : Updating latest SN
05/21/18 16:50:25:121 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Syncing to license store...
05/21/18 16:50:25:128 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Found client mkey.
05/21/18 16:50:25:143 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Loading license references...
05/21/18 16:50:25:146 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Found 1 license file(s)
05/21/18 16:50:25:146 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Parsing license file [171877917.lic] succeed.
05/21/18 16:50:25:146 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | License store synchronization took 25.8 ms and succeed.
05/21/18 16:50:25:146 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 83232 seconds.
05/21/18 16:50:25:146 | [INFO] |  |  |  | OOBELib |  |  | 5340 | Found Trial Serial. Looking for alternate serial if any.
05/21/18 16:50:25:146 | [DEBUG] |  |  |  | PCDService |  |  | 5340 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/21/18 16:50:25:148 | [DEBUG] |  |  |  | PCDService |  |  | 5340 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/21/18 16:50:25:148 | [INFO] |  |  |  | OOBELib |  |  | 5340 | OOBELib GetLicensingLEID : App LEID is Photoshop-CS7-Win-GM{|}en_US 
05/21/18 16:50:25:148 | [INFO] |  |  |  | OOBELib |  |  | 5340 | OOBELib GetLicensingLEID : FLMap entry found 
05/21/18 16:50:25:148 | [INFO] |  |  |  | OOBELib |  |  | 5340 | OOBELib GetLicensingLEID : LEID to be set is Photoshop-CS7-Win-GM 
05/21/18 16:50:25:148 | [INFO] |  |  |  | OOBELib |  |  | 5340 | Not a case of AX/FB licensing : Photoshop-CS7-Win-GM, 911987094032700067932452
05/21/18 16:50:25:148 | [INFO] |  |  |  | OOBELib |  |  | 5340 | CheckWFType : Updating running SN record
05/21/18 16:50:25:148 | [INFO] |  |  |  | SLCoreService |  |  | 5340 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 83232 seconds.
05/21/18 16:50:25:148 | [INFO] |  |  |  | OOBELib |  |  | 5340 | UpdateRecordCheckWFType : License found, retrieving information
